,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
199,199,Andrew E Gelfand,Male,"University of California, Irvine",Max Welling,Male,University of Amsterdam / Qualcomm AI Research,On Herding and the Perceptron Cycling Theorem.
200,200,David Sontag,Male,MIT,Amir Globerson,Male,"Tel Aviv University, Google",More data means less inference: A pseudo-max approach to structured learning.
201,201,Iain Murray,Male,University of Edinburgh,Ryan Adams,Male,Princeton University,Slice sampling covariance hyperparameters of latent Gaussian models.
202,202,Vibhav Gogate,Male,UT Dallas,Pedro Domingos,Male,University of Washington,Learning Efficient Markov Networks.
203,203,Mauricio A Araya,Male,LORIA --- Université de Nancy,François Charpillet,Male,LORIA,A POMDP Extension with Belief-dependent Rewards.
204,204,Paolo Viappiani,Male,CNRS,Craig E Boutilier,Male,University of Toronto,Optimal Bayesian Recommendation Sets and Myopically Optimal Choice Query Sets.
205,205,Han Liu,Male,Carnegie Mellon University,Larry Wasserman,Male,Carnegie Mellon University,Graph-Valued Regression.
206,206,Uri Shalit,Male,Technion,Gal Chechik,Male,"NVIDIA, BIU",Online Learning in The Manifold of Low-Rank Matrices.
207,207,Hariharan Narayanan,Male,Tata Institute of Fundamental Research,Sasha Rakhlin,Female,University of Pennsylvania,Random Walk Approach to Regret Minimization.
208,208,Shinichi Nakajima,Male,Technische Universität Berlin,Ryota Tomioka,Male,Microsoft Research Cambridge,Global Analytic Solution for Variational Bayesian Matrix Factorization.
209,209,Armand Joulin,Male,stanford university,Jean A Ponce,Male,University of Illinois at Urbana-Champaign,Efficient Optimization for Discriminative Latent Class Models.
210,210,James Petterson,Male,NICTA,Shravan M Narayanamurthy,Male,Yahoo,Word Features for Latent Dirichlet Allocation.
211,211,Arvind Agarwal,Male,University of Maryland,Samuel Gerber,Male,University of Utah,Learning Multiple Tasks using Manifold Regularization.
212,212,Mauricio A Alvarez,Male,University of Manchester,Neil D Lawrence,Male,Amazon,Switched Latent Force Models for Movement Segmentation.
213,213,Hariharan Narayanan,Male,Tata Institute of Fundamental Research,Sanjoy K Mitter,Male,Massachusetts Institute of Technology,Sample Complexity of Testing the Manifold Hypothesis.
214,214,Deep Ganguli,Male,New York University,Eero Simoncelli,Male,FlatIron Institute / New York University,Implicit encoding of prior probabilities in optimal neural populations.
215,215,Atsushi Miyamae,Undefined,Tokyo Institute of Technology,Shigenobu Kobayashi,Male,Tokyo Institute of Technology,Natural Policy Gradient Methods with Parameter-based Exploration for Control Tasks.
216,216,Andreas Christmann,Male,University of Bayreuth,Ingo Steinwart,Male,University of Stuttgart,Universal Kernels on Non-Standard Input Spaces.
217,217,Anton Chechetka,Male,Carnegie Mellon University,Carlos Guestrin,Male,University of Washington,Evidence-Specific Structures for Rich Tractable CRFs.
218,218,Adrien Wohrer,Male,Ecole Normale Superieure,Christian K Machens,Male,Ecole Normale Superieure,Linear readout from a neural population with partial correlation data.
