,first-author-affiliation,last-author-affiliation,title
0," Aristotle University of Thessaloniki, Greece"," Aristotle University of Thessaloniki, Greece",Hatebusters: a web application for actively reporting YouTube hate speech
1," TCS Innovation Labs, Tata Consultancy Services Limited, Gurgaon, India"," TCS Innovation Labs, Tata Consultancy Services Limited, Gurgaon, India",Repairing ASR output by artificial development and ontology based learning
2," IBM Research, Yorktown Heights, NY"," IBM Research, Yorktown Heights, NY",Using contextual bandits with behavioral constraints for constrained online movie recommendation
3," Faculty of Engineering, Computer Science, and Psychology, Ulm University, Germany"," Faculty of Engineering, Computer Science, and Psychology, Ulm University, Germany",Instructing novice users on how to use tools in DIY projects
4," Jožef Stefan Institute, Slovenia and Jožef Stefan International Postgraduate School, Slovenia"," Jožef Stefan Institute, Slovenia and Jožef Stefan International Postgraduate School, Slovenia",Intelligent assistant for elderly
5," Univ Rennes, CNRS, IRISA"," Univ Rennes, CNRS, IRISA",Generating plans for cooperative connected UAVs
6, University of Southern California, University of Southern California,Near real-time detection of poachers from drones in AirSim
7," Department of Computer Science, University of Toronto"," Department of Computer Science, University of Toronto",SynKit: LTL synthesis as a service
8," Computer Science Department, Arizona State University, Tempe, AZ"," IBM T. J. Watson Research Center, Yorktown Heights, NY",Visualizations for an explainable planning agent
9, University of Trento, University of Trento,Pyconstruct: constraint programming meets structured prediction
10, MIT Media Lab, MIT Media Lab,Turingbox: an experimental platform for the evaluation of AI systems
11," Constraint Systems Laboratory, University of Nebraska-Lincoln"," CNRS, University of Montpellier, France",Solving sudoku with consistency: a visual and interactive approach
12," Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan"," Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan and MOST Joint Research Center for AI Technology and All Vista Healthcare, Taipei, Taiwan",CISA: Chinese information structure analysis for scientific writing with cross-lingual adversarial learning
13," École Polytechnique Fédérale de Lausanne and Indian Institute of Technology, Kanpur", École Polytechnique Fédérale de Lausanne,Balanced news using constrained bandit-based personalization
14," Politecnico di Milano, Milan, Italy"," Politecnico di Milano, Milan, Italy",A wearable device for online and long-term ECG monitoring
15, Università degli Studi di Milano, Università degli Studi di Milano,Digitalized cognitive assessment mediated by a virtual caregiver
16," SRI International, Princeton, NJ"," SRI International, Princeton, NJ",Aesop: a visual storytelling platform for conversational AI
17, Stanford University and IBM Research AI, IBM Research AI,Semantic representation of data science programs
18," Instituto de Telecomunicações, Universidade da Beira Interior, Covilhã, Portugal and Altranportugal, Lisbon, Portugal and Assisted Living Computing and Telecommunications Laboratory, Computing Science Department, Universidade da Beira Interior, Covilhã, Portugal"," Department of Computer Technology, Universidad de Alicante, Alicante, Spain",Multi-sensor mobile platform for the recognition of activities of daily living and their environments based on artificial neural networks
19," TCS Innovation Labs, Tata Consultancy Services Limited, Gurgaon, India"," TCS Innovation Labs, Tata Consultancy Services Limited, Gurgaon, India",Extracting latent beliefs and using epistemic reasoning to tailor a chatbot
20," Hasso Plattner Institute, University of Potsdam, Germany"," Hasso Plattner Institute, University of Potsdam, Germany",Data-driven inventory management and dynamic pricing competition on online marketplaces
21," Univ Rennes, CNRS, IRISA"," Univ Rennes, CNRS, IRISA",Hintikka's world: agents with higher-order knowledge
22," School of Computer Science, National University of Ireland Galway, Ireland"," School of Computer Science, National University of Ireland Galway, Ireland","A virtual environment with multi-robot navigation, analytics, and decision support for critical incident investigation"
23, IBM Research, IBM Research,IBM scenario planning advisor: plan recognition as AI planning in practice
24," Department of Computer Science, University of Bristol"," Department of Computer Science, University of Bristol",Glass-box: explaining AI decisions with counterfactual statements through conversation with a voice-enabled virtual assistant
25," Agents and Applied Robotics Group, Kohli Center on Intelligent Systems, International Institute of Information Technology, Hyderabad"," Agents and Applied Robotics Group, Kohli Center on Intelligent Systems, International Institute of Information Technology, Hyderabad",Medusa: towards simulating a multi-agent hide-and-seek game
26," Université de Lyon, ERIC, Lyon 2"," Université de Montpellier, LIRMM",Readitopics: make your topic models readable via labeling and browsing
27," School of Computing, University of Leeds, United Kingdom"," School of Computing, University of Leeds, United Kingdom",Automated reasoning for city infrastructure maintenance decision support
28," CDM Interact, Helsinki, Finland"," CDM Interact, Helsinki, Finland",Using a deep learning dialogue research toolkit in a multilingual multidomain practical application
29," Department of Brain and Cognitive Engineering, Korea University, Seoul, Republic of Korea"," Department of Brain and Cognitive Engineering, Korea University, Seoul, Republic of Korea",Curly: an AI-based curling robot successfully competing in the olympic discipline of curling
