,first-author-affiliation,last-author-affiliation,title
0, University of Nottingham, University of Nottingham,Incentive-compatible mechanisms for norm monitoring in open multi-agent systems (extended abstract)
1," Centrum Wiskunde & Informatica, Amsterdam, The Netherlands"," Maastricht University, Maastricht, The Netherlands",MCTS-minimax hybrids with state evaluations (extended abstract)
2," IIIA-CSIC, Campus UAB, Cerdanyola, Catalonia, Spain"," Computer Science Department, University of Verona, Verona, Italy",A COP model for graph-constrained coalition formation (extended abstract)
3, Università degli Studi di Napoli Federico II, Università degli Studi di Napoli Federico II,On the logical properties of the description logic DLN (extended abstract)
4," IBM Research, Dublin, Ireland"," Czech Technical University, Faculty of Information Technology",Solving multi-agent path finding on strongly biconnected digraphs (extended abstract)
5," Fondazione Bruno Kessler, Trento, Italy"," Fondazione Bruno Kessler, Trento, Italy",Enhancing context knowledge repositories with justifiable exceptions (extended abstract)
6, University of Alberta, University of Alberta and DeepMind,Revisiting the arcade learning environment: evaluation protocols and open problems for general agents (extended abstract)
7," School of Computer Science and Informatics, Cardiff University, UK"," Ubiquitous Knowledge Processing Lab, Department of Computer Science, Technische Universität Darmstadt, Germany",On the equivalence between assumption-based argumentation and logic programming (extended abstract)
8," TALP Research Center, Universitat Politècnica de Catalunya, Barcelona"," TALP Research Center, Universitat Politècnica de Catalunya, Barcelona",From feature to paradigm: deep learning in machine translation (extended abstract)
9," CNRS, LIG, University of Grenoble Alpes, Grenoble, France"," Max Planck Institute for Informatics, Saarbrücken",Prime implicate generation in equational logic (extended abstract)
10," Institut für Logic and Computation, Technische Universität Wien, Vienna, Austria"," Department of Computer Science, Aalto University, Espoo, Finland",Preference-based inconsistency management in multi-context systems (extended abstract)
11, DeepMind, DeepMind,Learning explanatory rules from noisy data (extended abstract)
12," Department of Computer Science, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic"," Department of Computer Science, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic",Fact-alternating mutex groups for classical planning (extended abstract)
13," School of Computer Science, University of St Andrews, Fife, UK"," School of Computer Science, University of St Andrews, Fife, UK",Complexity of n-queens completion (extended abstract)
14," University of Calabria, Italy"," University of Calabria, Italy","Constrained coalition formation on valuation structures: formal framework, applications, and Islands of tractability (extended abstract)"
15," ILLC, University of Amsterdam"," ILLC, University of Amsterdam",Visualisation and 'diagnostic classifiers' reveal how recurrent and recursive neural networks process hierarchical structure (extended abstract)
16, Toyohashi University of Technology, Kyoto University,Linear satisfiability preserving assignments (extended abstract)
17," Shanghai University, Shanghai, China"," University of Alberta, Edmonton, Canada",Three-valued semantics for hybrid MKNF knowledge bases revisited (extended abstract)
18," Departamento de Matemáticas, Facultad de Ciencias, Universidad de Los Andes, Mérida, Venezuela"," Departamento de Matemáticas, Facultad de Ciencias, Universidad de Los Andes, Mérida, Venezuela",Impossibility in belief merging (extended abstract)
19," Skolkovo Institute of Science and Technology, Center for Energy Systems and Los Alamos National Laboratory, Theoretical Division T-4 and CNLS", Université Grenoble Alpes,Rademacher complexity bounds for a penalized multiclass semi-supervised algorithm (extended abstract)
20," Istituto di Scienza e Tecnologie dell'Informazione, Consiglio Nazionale delle Ricerche"," Istituto di Scienza e Tecnologie dell'Informazione, Consiglio Nazionale delle Ricerche",Lightweight random indexing for polylingual text classification (extended abstract)
21," Istituto di Scienza e Tecnologie dell'Informazione, Consiglio Nazionale delle Ricerche"," Istituto di Scienza e Tecnologie dell'Informazione, Consiglio Nazionale delle Ricerche",Distributional correspondence indexing for cross-lingual and cross-domain sentiment classification (extended abstract)
22," Institute of Analytics and Data Science, Colchester, Essex, UK"," Institute of Analytics and Data Science, Colchester, Essex, UK",Viewpoint: artificial intelligence and labour
23," LGT Investment Partners, Pfäffikon SZ, Switzerland"," Department of Informatics, Systems and Communication, University of Milan-Bicocca, Italy",Learning continuous time Bayesian networks in non-stationary domains (extended abstract)
