,first-author-affiliation,last-author-affiliation,title
0," School of Computer Science and Technology, Tianjin University, China and Key Research Center for Surface Monitoring and Analysis of Cultural Relics, SACH, China"," School of Computing Science, Simon Fraser University, Canada",Active recurrence of lighting condition for fine-grained change detection
1," Institute of Information Systems, University of Lübeck, Lübeck, Germany"," Institute of Information Systems, University of Lübeck, Lübeck, Germany",Parameterised queries and lifted query answering
2, University of Illinois at Urbana-Champaign, University of Texas at Austin,Efficient localized inference for large graphical models
3, Virginia Tech," Robert H. Smith School of Business & Institute for Systems Research, University of Maryland",The promise and perils of myopia in dynamic pricing with censored information
4," Computer Science Department, University of California, Los Angeles"," Computer Science Department, University of California, Los Angeles",On robust trimming of Bayesian network classifiers
5," Advanced Analytics Institute, University of Technology Sydney, Australia"," Advanced Analytics Institute, University of Technology Sydney, Australia",Metadata-dependent infinite Poisson factorization for efficiently modelling sparse and large matrices in recommendation
6," 360 Search Lab, Beijing, China"," 360 Search Lab, Beijing, China",Redundancy-resistant generative hashing for image retrieval
7," Department of Computer Science, Purdue University"," Department of Computer Science, Purdue University",A graphical criterion for effect identification in equivalence classes of causal diagrams
8, KU Leuven, TU Darmstadt,Efficient symbolic integration for probabilistic inference
9, The Chinese University of Hong Kong, The Chinese University of Hong Kong and Tencent,Policy optimization with second-order advantage information
10," Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"," Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Building sparse deep feedforward networks using tree receptive fields
11," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of China"," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of China",Patent litigation prediction: a convolutional tensor factorization approach
12," San Diego State University, San Diego, CA and XreLab Inc., San Diego, CA"," San Diego State University, San Diego, CA",Unsupervised learning based jump-diffusion process for object tracking in video surveillance
13," Institute of Computer Science, University of Rostock, Germany"," Institute of Computer Science, University of Rostock, Germany",Lifted filtering via exchangeable decomposition
14, IBM Research," University of California, Irvine",Stochastic anytime search for bounding marginal MAP
15," University of California, Berkeley"," University of California, Los Angeles",Estimation with incomplete data: the linear case
16," UMR, CNRS, Sorbonne universités, Université de technologie de Compiègne, Compiègne cedex, France"," Department of Computer Science, Paderborn University, Paderborn, Germany",Reliable multi-class classification based on pairwise epistemic and aleatoric uncertainty
17, The University of Texas at Dallas, The University of Texas at Dallas,Algorithms for the nearest assignment problem
18," Computer Science Department, University of California, Los Angeles"," Computer Science Department, University of California, Los Angeles",A symbolic approach to explaining Bayesian network classifiers
19, University of California Santa Cruz, University of California Santa Cruz,Scalable probabilistic causal structure discovery
20, University of Helsinki, University of Helsinki,A scalable scheme for counting linear extensions
21, NEC Labs China, NEC Labs China,Mixed causal structure discovery with application to prescriptive pricing
22," Computer Science Department, Renmin University of China, Beijing, China"," Computer Science Department, Renmin University of China, Beijing, China",A savage-style utility theory for belief functions
