,first-author-affiliation,last-author-affiliation,title
0," Faculty of Computer Science, Technische Universität Dresden, Germany"," Department of Computer Science, University of Oxford, UK",Recent advances in querying probabilistic knowledge bases
1," Université Côte d'Azur, CNRS, Inria, I3S, France"," Université Côte d'Azur, CNRS, Inria, I3S, France",Five years of argument mining: a data-driven analysis
2," Department of ECE, College of Engineering, Northeastern University, Boston"," Department of ECE, College of Engineering, Northeastern University, Boston and College of Computer and Information Science, Northeastern University, Boston",Robust multi-view representation: a unified perspective from multi-view learning to domain adaption
3, Australian National University, Australian National University,AGI safety literature review
4," University of Potsdam, Germany"," University of Potsdam, Germany",Evaluation techniques and systems for answer set programming: a survey
5," University of Murcia, Murcia, Spain"," University of Murcia, Murcia, Spain",Maintenance of case bases: current algorithms after fifty years
6," Tulane University, Dept. of Computer Science and Florida Institute for Human and Machine Cognition"," TU Darmstadt, Computer Science Dept. & Centre for Cognitive Science, Germany",Systems AI: a declarative learning based programming perspective
7, DISI-University of Bologna, DISI-University of Bologna,Boosting combinatorial problem modeling with machine learning
8," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX"," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX",Event coreference resolution: a survey of two decades of research
9," University of São Paulo, São Paulo, Brazil"," University of São Paulo, São Paulo, Brazil",Autonomously reusing knowledge in multiagent reinforcement learning
10, University of Michigan, University of Southern California,Stackelberg security games: looking beyond a decade of success
11, Caltech, Caltech,Advancements in dueling bandits
12," KRDB Research Centre for Knowledge and Data, Free University of Bozen-Bolzano, Italy"," KRDB Research Centre for Knowledge and Data, Free University of Bozen-Bolzano, Italy",Ontology-based data access: a survey
13," Institute of Computer Science and Technology, Peking University and Beijing Institute of Big Data Research, Beijing, China"," Institute of Computer Science and Technology, Peking University and Beijing Institute of Big Data Research, Beijing, China","""Chitty-chitty-chat bot"": deep learning for conversational AI"
14," School of Computer Science and Engineering, Nanyang Technological University, Singapore and LILY Research Centre, Nanyang Technological University, Singapore and Alibaba-NTU Singapore Joint Research Institute, Singapore"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology",Building ethics into artificial intelligence
15," Department of Electrical Engineering and Computer Sciences, University of California, Berkeley"," Department of Electrical Engineering and Computer Sciences, University of California, Berkeley",Affective image content analysis: a comprehensive survey
