,first-author-affiliation,last-author-affiliation,title
0, IIT Kanpur, IIT Kanpur,Automatically generating problems and solutions for natural deduction
1," Department of Computer Science, University of Pennsylvania"," Department of Computer Science, Univ. of Illinois at Urbana-Champaign",Automated grading of DFA constructions
2," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Misleading opinions provided by advisors: dishonesty or subjectivity
3," Graz University of Technology, Graz, Austria"," Graz University of Technology, Graz, Austria",Personalized diagnosis for over-constrained problems
4," School of Computing, Teesside University, Middlesbrough, United Kingdom"," Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel",A brain-computer interface to a plan-based narrative
5," Department of Mathematics, East China University of Science and Technology, Shanghai, China and School of Computer Science, Fudan University, Shanghai, China"," School of Computer Science, Fudan University, Shanghai, China and Shanghai Key Lab of Intelligent Information Processing, Fudan University, Shanghai, China",Robust median reversion strategy for on-line portfolio selection
6," Department of Computing, Imperial College London, UK"," Department of Computing, Imperial College London, UK",A cutoff technique for the verification of parameterised interpreted systems with parameterised environments
7," Autodesk Research, Toronto, Ontario, Canada"," Autodesk Research, Toronto, Ontario, Canada",TutorialPlan: automated tutorial generation from CAD drawings
8," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computing and Math Sciences, Auckland University of Technology, New Zealand",Probabilistic equivalence verification approach for automatic mathematical solution assessment
9," Gonda Brain Research Center, Bar Ilan University, Israel"," Computer Science, Bar Ilan University, Israel and Institute for Advanced Computer Studies, University of Maryland",Predicting human strategic decisions using facial expressions
10," Computer Eng. Dept., Middle East Technical University, Ankara, Turkey"," Computer Science Dept., University of Calgary, Calgary, Alberta, Canada",Employing batch reinforcement learning to control gene regulation without explicitly constructing gene regulatory networks
11," Department of Electrical Engineering and Computer Science, Colorado School of Mines, Golden, Colorado"," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas",Protein function prediction via Laplacian network partitioning incorporating function category correlations
