,first-author-affiliation,last-author-affiliation,title
0," Institute for Infocomm Research, Singapore"," Institute for Infocomm Research, Singapore",Evaluating indirect strategies for Chinese-Spanish statistical machine translation: extended abstract
1," Department of Computing, Goldsmiths, University of London, United Kingdom"," Artificial Intelligence Research Institute, Spanish National Research Council, Spain",Communicating open systems (extended abstract)
2," Dipartimento di Informatica, Sapienza Università di Roma"," Dipartimento di Informatica, Sapienza Università di Roma",The CQC algorithm: cycling in graphs to semantically enrich and enhance a bilingual dictionary (extended abstract)
3," Department of Computer Science and Engineering, Indian Institute of Technology Kharagpur, WB, India"," Department of Computer Science and Engineering, Indian Institute of Technology Kharagpur, WB, India",Algorithms for generating ordered solutions for explicit AND/OR structures: extended abstract
4," Max Planck Institute for Informatics, Saabücken, Germany"," Max Planck Institute for Informatics, Saabücken, Germany",YAGO2: a spatially and temporally enhanced knowledge base from wikipedia (extended abstract)
5," State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences"," Institute for Creative Technologies, University of Southern California",Modeling social causality and responsibility judgment in multi-agent interactions: extended abstract
6," School of Computer Science, University of St Andrews, St Andrews, UK"," School of Computer Science, University of St Andrews, St Andrews, UK",The extended global cardinality constraint: an empirical survey (extended abstract)
7," Instituto Universitário de Lisboa and Spoken Language Systems Laboratory, INESC-ID"," Instituto Superior Técnico, Universidade Técnica de Lisboa and Spoken Language Systems Laboratory, INESC-ID",Revisiting centrality-as-relevance: support sets and similarity as geometric proximity: extended abstract
8," Dep. de Llenguatges i Sistemes Informàtics, Universitat d'Alacant, Spain"," Dep. de Informática, Universidad de Valladolid, Spain",Generalized biwords for bitext compression and translation spotting: extended abstract
9," Idiap Research Institute and EPFL. Martigny, Switzerland"," Idiap Research Institute, Martigny, Switzerland",Computing text semantic relatedness using the contents and links of a hypertext encyclopedia: extended abstract
10," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",On the approximation ability of evolutionary optimization with application to minimum set cover: extended abstract
11," Faculty of Computer and Information Science, University of Ljubljana, Slovenia"," Faculty of Computer and Information Science, University of Ljubljana, Slovenia",Learning qualitative models from numerical data: extended abstract
