,first-author-affiliation,last-author-affiliation,title
43, Institute for Infocomm Research Singapore, Institute for Infocomm Research Singapore,Learning canonical correlations of paired tensor sets via tensor-to-vector projection
44," Institute of Computer Science and Technology, Peking University, Beijing, China"," Institute of Computer Science and Technology, Peking University, Beijing, China",Learning descriptive visual representation by semantic regularized matrix factorization
45, University of Trento Italy, University of Trento Italy,Thinking of images as what they are: compound matrix regression for image classification
46, Open University of Cyprus, Open University of Cyprus,An empirical investigation of ceteris paribus learnability
47," Universidad Autónoma de Madrid, Madrid, Spain"," Universidad Autónoma de Madrid, Madrid, Spain",Statistical tests for the detection of the arrow of time in vector autoregressive models
48," Imperial College London, United Kingdom"," Imperial College London, United Kingdom",Meta-interpretive learning of higher-order dyadic datalog: predicate invention revisited
49," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Multi-modal image annotation with multi-instance multi-label LDA
50," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas"," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas",Adaptive loss minimization for semi-supervised elastic embedding
51," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas"," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas",Early active learning via robust representation and structured sparsity
52," HIIT & Department of Computer Science, University of Helsinki, Finland"," HIIT & Department of Computer Science, University of Helsinki, Finland",Annealed importance sampling for structure learning in Bayesian networks
53," Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology Sydney, Australia"," Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology Sydney, Australia",Graph classification with imbalanced class distributions and noise
54," Department of Computer Science and Engineering, Pohang University of Science and Technology, Pohang, Korea"," Department of Computer Science and Engineering, Pohang University of Science and Technology, Pohang, Korea and Division of IT Convergence Engineering",Hierarchical Bayesian matrix factorization with side information
55," Institute for Theoretical Computer Science, IIIS, Tsinghua University, Beijing, China"," College of Computer Science & Technology, Zhejiang University, Hangzhou, China",A scalable approach to column-based low-rank matrix approximation
56," School of Computer Science, Fudan University, Shanghai, China"," School of Computer Science, Fudan University, Shanghai, China",Multiple task learning using iteratively reweighted least square
57," University of California, Davis, CA"," University of California, Davis, CA",Active learning from relative queries
58," Department of Computer Science, University of Illinois at Urbana-Champaign, IL"," Department of Computer Science, University of Illinois at Urbana-Champaign, IL",Robust unsupervised feature selection
59," School of Informatics, University of Edinburgh"," School of Informatics, University of Edinburgh",Path integral control by reproducing kernel Hilbert space embedding
60," Ben Gurion University of the Negev, Be'er Sheva, Israel"," University College Cork, Cork, Ireland",Machine-learning-based circuit synthesis
61," PPME, Université de Nouvelle Calédonie, Nouméa, New Caledonia"," Université de Lyon, CNRS, INSA de Lyon, LIRIS, UMR, Lyon, France",Weighted path as a condensed pattern in a single attributed DAG
62," Dept. of Computer Science, Royal Holloway, University of London, UK"," Dept. of Business Information Systems, University of Applied Sciences, Western Switzerland, CH",Multi-dimensional causal discovery
63," Courant Institute of Mathematical Sciences, New York University, New York, NY",,Better generalization with forecasts
64," Kobe University, Japan"," Kobe University, Japan",Supervised hypothesis discovery using syllogistic patterns in the biomedical literature
65," Fujitsu Research & Development Center, Beijing, China and Harbin Institute of Technology, Harbin, China"," Beijing GuoDianTong Network Technology, Beijing, China",Guarantees of augmented trace norm models in tensor recovery
66," IBM Haifa Research Lab, Haifa, Israel"," Dept. Elec. Engineering, The Technion, Haifa, Israel",Hartigan's K-means versus Lloyd's K-means: is it time for a change?
67, MIT Computer Science and Artificial Intelligence Laboratory, MIT Computer Science and Artificial Intelligence Laboratory,One-class conditional random fields for sequential anomaly detection
68," Machine Learning and Computational Biology Research Group, Max Planck Institute for Intelligent Systems and Max Planck Institute for Developmental Biology, Tübingen, Germany"," Machine Learning and Computational Biology Research Group, Max Planck Institute for Intelligent Systems and Max Planck Institute for Developmental Biology, Tübingen, Germany and Zentrum für Bioinformatik, Eberhard Karls Universität Tübingen, Germany",Measuring statistical dependence via the mutual information dimension
69," Department of Computer Science, George Mason University, Fairfax, VA"," Department of Computer Science, George Mason University, Fairfax, VA",Unlearning from demonstration
70," Department of Computer Science and Technology, East China Normal University, Shanghai, China"," Department of Computer Science and Technology, East China Normal University, Shanghai, China",Multi-view maximum entropy discrimination
71," NTT Communication Science Laboratories, Kyoto, Japan"," NTT Communication Science Laboratories, Kyoto, Japan",Non-negative multiple matrix factorization
72, University of Ioannina, University of Ioannina,Linear Bayesian reinforcement learning
73," Department of Electrical Engineering, Technion-Israel Institute of Technology, Haifa, Israel"," Department of Electrical Engineering, Technion-Israel Institute of Technology, Haifa, Israel",Multi class learning with individual sparsity
74," Advanced Analytics Institute, University of Technology, Sydney, Australia"," Advanced Analytics Institute, University of Technology, Sydney, Australia",Coupled attribute analysis on numerical data
75," IBM T. J. Watson Research Lab, Yorktown Heights, New York"," School of Computer Science, University of Massachusetts, Amherst, Massachusetts",Manifold alignment preserving global geometry
76," School of Computer Engineering, Nanyang Technological University, Singapore"," State Key Lab of Management and Control for Complex System, Chinese Academy of Sciences, China",Large scale online kernel classification
77," College of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China and Department of Computer Science, Hong Kong Baptist University, Hong Kong, China"," College of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China and Department of Computer Science, University of Vermont, Burlington",Online group feature selection
78," College of Computer Science & Technology, Zhejiang University, Hangzhou, China"," College of Computer Science & Technology, Zhejiang University, Hangzhou, China",Nonconvex relaxation approaches to robust matrix recovery
79," Department of Computer Science and Software Engineering, Laval University, Canada"," Department of Computer Science and Software Engineering, Laval University, Canada",A KNN based kalman filter Gaussian process regression
80," University of British Columbia, Canada"," University of British Columbia, Canada",Bayesian optimization in high dimensions via random embeddings
81," Dept. of ECSE, Rensselaer Polytechnic Institute, Troy, NY"," Dept. of ECSE, Rensselaer Polytechnic Institute, Troy, NY",Deep feature learning using target priors with applications in ECoG signal decoding for BCI
82," School of Information Science and Technology, Sun Yat-sen University, Guangzhou, P.R. China and Guangdong Province Key Laboratory of Computational Science, Guangzhou, P.R. China"," School of Information Science and Technology, Sun Yat-sen University, Guangzhou, P.R. China",Euler clustering
83," School of Economics and Management, Beihang University"," Jiangsu Provincial Key Lab. of E-Business, Nanjing Univ. of Fin. and Eco.",A theoretic framework of K-means-based consensus clustering
84," Department of Computer Science, Tsinghua University, Beijing, China"," Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA",Multi-modal distance metric learning
85," School of Computer Science, Fudan University, Shanghai, China"," School of Computer Science, Fudan University, Shanghai, China",A probabilistic approach to latent cluster analysis
86," Zhejiang Provincial Key Laboratory of Service Robot, College of Computer Science, Zhejiang University, China"," State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, China",Harmonious hashing
87," NTT Communication Science Laboratories, Kyoto, Japan"," NTT Communication Science Laboratories, Kyoto, Japan",Change-point detection with feature selection in high-dimensional time-series data
88," Department of Computer Science, University of Texas, Austin"," Department of Computer Science, University of Texas, Austin",On robust estimation of high dimensional generalized linear models
89," Nanyang Technological University, Singapore"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Reduced heteroscedasticity linear regression for Nyström approximation
90," South China University of Technology, Guangzhou, China"," Qatar Computing Research Institute, Doha, Qatar",Multi-view discriminant transfer learning
91," School of Information Science and Technology, Sun Yat-sen University, China and Guangdong Province Key Laboratory of Computational Science"," School of Information Science and Technology, Sun Yat-sen University, China and Guangdong Province Key Laboratory of Computational Science",Smart hashing update for fast response
92," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Multi-instance multi-label learning with weak label
93," School of Computer Sci. and Eng., South China University of Technology, Guangzhou, China and School of Computer and Information Science, Southwest University, Chongqing, China"," School of Computer and Information Science, Southwest University, Chongqing, China",Protein function prediction by integrating multiple kernels
94," Harbin Institute of Technology, China"," Harbin Institute of Technology, China",Learning domain differences automatically for dependency parsing adaptation
95," The State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, China"," The State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, China",Bilevel visual words coding for image classification
96," School of Computer Science, Fudan University, China"," School of Computer Science, Fudan University, China",Sparse reconstruction for weakly supervised semantic segmentation
97, Columbia University, IBM Research and Stevens Inst. of Technology,Semi-supervised learning with manifold fitted graphs
98," Department of Computer Science, Zhejiang University, China"," Department of Computer Science, Zhejiang University, China",Online community detection for large complex networks
99," School of Computer Science, Fudan University, China"," School of Computer Science, Fudan University, China",Multi-view embedding learning for incompletely labeled data
100," Department of Computer Science, Hong Kong Baptist University"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology",Learning high-order task relationships in multi-task learning
101," Microsoft Research, Redmond, WA"," Microsoft Research, Redmond, WA",Lazy paired hyper-parameter tuning
102," Synchromedia Laboratory for Multimedia Communication in Telepresence, École de Technologie Supérieure, Montréal, Québec, Canada"," Synchromedia Laboratory for Multimedia Communication in Telepresence, École de Technologie Supérieure, Montréal, Québec, Canada",Adaptive error-correcting output codes
103," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Accurate probability calibration for multiple classifiers
104," Centre for Quantum Computation & Intelligent Systems, University of Technology Sydney, NSW, Australia"," Centre for Quantum Computation & Intelligent Systems, University of Technology Sydney, NSW, Australia",Shifted subspaces tracking on sparse outlier for motion segmentation
105," Department of Computer Sciences, University of Wisconsin-Madison, Madison, Wisconsin"," Department of Computer Sciences, University of Wisconsin-Madison, Madison, Wisconsin",Persistent homology: an introduction and a new text representation for natural language processing
106," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences"," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences",Concept learning for cross-domain text classification: a general probabilistic framework
